Direction,time,Rate
Write,2023-6-29-09:09:34,2060.3
Read,2023-6-29-09:09:35,2055.7
Write,2023-6-29-09:09:35,2055.7
Read,2023-6-29-09:09:35,2056.5
Write,2023-6-29-09:09:35,2055.2
Read,2023-6-29-09:09:36,2055.7
Write,2023-6-29-09:09:36,2056.6
Read,2023-6-29-09:09:36,2055.9
Write,2023-6-29-09:09:36,2055.4
Read,2023-6-29-09:09:37,2055.6
Write,2023-6-29-09:09:37,2056.4
Read,2023-6-29-09:09:37,2055.8
Write,2023-6-29-09:09:37,2055.6
Read,2023-6-29-09:09:38,2056.1
Write,2023-6-29-09:09:38,2055.7
Read,2023-6-29-09:09:38,2056.0
Write,2023-6-29-09:09:38,2055.4
Read,2023-6-29-09:09:39,2055.9
Write,2023-6-29-09:09:39,2056.7
Read,2023-6-29-09:09:39,2055.3
Write,2023-6-29-09:09:39,2055.7
Read,2023-6-29-09:09:40,2055.9
Write,2023-6-29-09:09:40,2055.8
Read,2023-6-29-09:09:40,2055.6
Write,2023-6-29-09:09:40,2055.6
Read,2023-6-29-09:09:41,2056.2
Write,2023-6-29-09:09:41,2055.1
Read,2023-6-29-09:09:41,2056.0
Write,2023-6-29-09:09:41,2056.5
Read,2023-6-29-09:09:42,2056.0
Write,2023-6-29-09:09:42,2055.6
Read,2023-6-29-09:09:42,2055.4
Write,2023-6-29-09:09:42,2056.6
Read,2023-6-29-09:09:43,2055.6
Write,2023-6-29-09:09:43,2055.7
Read,2023-6-29-09:09:43,2056.5
Write,2023-6-29-09:09:43,2056.1
Read,2023-6-29-09:09:44,2055.9
Write,2023-6-29-09:09:44,2052.9
Read,2023-6-29-09:09:44,2055.7
Write,2023-6-29-09:09:44,2057.8
Read,2023-6-29-09:09:45,2056.2
Write,2023-6-29-09:09:45,2056.8
Read,2023-6-29-09:09:45,2055.9
Write,2023-6-29-09:09:45,2055.9
Read,2023-6-29-09:09:46,2055.9
Write,2023-6-29-09:09:46,2056.0
Read,2023-6-29-09:09:46,2055.8
Write,2023-6-29-09:09:46,2055.8
Read,2023-6-29-09:09:47,2055.6
Write,2023-6-29-09:09:47,2055.8
Read,2023-6-29-09:09:47,2055.8
Write,2023-6-29-09:09:47,2055.9
Read,2023-6-29-09:09:48,2055.2
Write,2023-6-29-09:09:48,2055.4
Read,2023-6-29-09:09:48,2056.5
Write,2023-6-29-09:09:48,2055.4
Read,2023-6-29-09:09:49,2056.1
Write,2023-6-29-09:09:49,2056.9
Read,2023-6-29-09:09:49,2056.0
Write,2023-6-29-09:09:49,2054.8
Read,2023-6-29-09:09:50,2055.5
Write,2023-6-29-09:09:50,2057.1
Read,2023-6-29-09:09:50,2056.3
Write,2023-6-29-09:09:50,2055.8
Read,2023-6-29-09:09:51,2055.7
Write,2023-6-29-09:09:51,2055.8
Read,2023-6-29-09:09:51,2055.8
Write,2023-6-29-09:09:51,2055.7
Read,2023-6-29-09:09:52,2055.6
Write,2023-6-29-09:09:52,2054.3
Read,2023-6-29-09:09:52,2055.5
Write,2023-6-29-09:09:52,2057.4
Read,2023-6-29-09:09:53,2055.8
Write,2023-6-29-09:09:53,2055.3
Read,2023-6-29-09:09:53,2056.0
Write,2023-6-29-09:09:53,2056.4
Read,2023-6-29-09:09:54,2056.2
Write,2023-6-29-09:09:54,2055.8
Read,2023-6-29-09:09:54,2055.8
Write,2023-6-29-09:09:54,2055.6
Read,2023-6-29-09:09:55,2055.5
Write,2023-6-29-09:09:55,2056.0
Read,2023-6-29-09:09:55,2056.2
Write,2023-6-29-09:09:55,2056.0
Read,2023-6-29-09:09:56,2054.2
Write,2023-6-29-09:09:56,2055.4
Read,2023-6-29-09:09:56,2057.9
Write,2023-6-29-09:09:56,2056.0
Read,2023-6-29-09:09:57,2056.0
Write,2023-6-29-09:09:57,2051.8
Read,2023-6-29-09:09:57,2055.6
Write,2023-6-29-09:09:57,2060.1
Read,2023-6-29-09:09:58,2056.0
Write,2023-6-29-09:09:58,2055.8
Read,2023-6-29-09:09:58,2055.9
Write,2023-6-29-09:09:58,2054.8
Read,2023-6-29-09:09:59,2055.8
Write,2023-6-29-09:09:59,2056.8
Read,2023-6-29-09:09:59,2055.8
Write,2023-6-29-09:09:59,2053.2
Read,2023-6-29-09:10:00,2055.6
Write,2023-6-29-09:10:00,2058.6
Read,2023-6-29-09:10:00,2055.6
Write,2023-6-29-09:10:00,2053.8
Read,2023-6-29-09:10:01,2056.4
Write,2023-6-29-09:10:01,2058.2
Read,2023-6-29-09:10:01,2056.0
Write,2023-6-29-09:10:01,2055.8
Read,2023-6-29-09:10:02,2055.5
Write,2023-6-29-09:10:02,2055.1
Read,2023-6-29-09:10:02,2055.8
Write,2023-6-29-09:10:02,2056.2
Read,2023-6-29-09:10:03,2055.8
Write,2023-6-29-09:10:03,2055.8
Read,2023-6-29-09:10:03,2055.0
Write,2023-6-29-09:10:03,2055.6
Read,2023-6-29-09:10:04,2055.8
Write,2023-6-29-09:10:04,2055.7
Read,2023-6-29-09:10:04,2056.9
Write,2023-6-29-09:10:04,2054.7
Read,2023-6-29-09:10:05,2055.0
Write,2023-6-29-09:10:05,2055.7
Read,2023-6-29-09:10:05,2056.6
Write,2023-6-29-09:10:05,2057.3
Read,2023-6-29-09:10:06,2038.7
Write,2023-6-29-09:10:06,2034.9
Read,2023-6-29-09:10:06,2072.4
Write,2023-6-29-09:10:06,2077.2
Read,2023-6-29-09:10:06,2056.6
Write,2023-6-29-09:10:06,2052.4
Read,2023-6-29-09:10:07,2055.3
Write,2023-6-29-09:10:07,2056.8
Read,2023-6-29-09:10:07,2055.8
Write,2023-6-29-09:10:07,2058.3
Read,2023-6-29-09:10:08,2056.1
Write,2023-6-29-09:10:08,2054.5
Read,2023-6-29-09:10:08,2056.0
Write,2023-6-29-09:10:08,2057.2
Read,2023-6-29-09:10:09,2056.0
Write,2023-6-29-09:10:09,2056.0
Read,2023-6-29-09:10:09,2055.4
Write,2023-6-29-09:10:09,2054.6
Read,2023-6-29-09:10:10,2056.4
Write,2023-6-29-09:10:10,2057.1
Read,2023-6-29-09:10:10,2055.9
Write,2023-6-29-09:10:10,2055.9
Read,2023-6-29-09:10:11,2055.7
Write,2023-6-29-09:10:11,2054.9
Read,2023-6-29-09:10:11,2056.2
Write,2023-6-29-09:10:11,2056.8
Read,2023-6-29-09:10:12,2055.1
Write,2023-6-29-09:10:12,2054.0
Read,2023-6-29-09:10:12,2056.0
Write,2023-6-29-09:10:12,2057.7
Read,2023-6-29-09:10:13,2056.4
Write,2023-6-29-09:10:13,2055.8
Read,2023-6-29-09:10:13,2055.6
Write,2023-6-29-09:10:13,2055.7
Read,2023-6-29-09:10:14,2054.2
Write,2023-6-29-09:10:14,2052.7
Read,2023-6-29-09:10:14,2057.3
Write,2023-6-29-09:10:14,2058.7
Read,2023-6-29-09:10:15,2055.3
Write,2023-6-29-09:10:15,2055.8
Read,2023-6-29-09:10:15,2055.6
Write,2023-6-29-09:10:15,2055.6
Read,2023-6-29-09:10:16,2055.9
Write,2023-6-29-09:10:16,2055.8
Read,2023-6-29-09:10:16,2056.5
Write,2023-6-29-09:10:16,2055.7
Read,2023-6-29-09:10:17,2055.4
Write,2023-6-29-09:10:17,2051.4
Read,2023-6-29-09:10:17,2056.3
Write,2023-6-29-09:10:17,2056.5
Read,2023-6-29-09:10:18,2055.8
Write,2023-6-29-09:10:18,2055.8
Read,2023-6-29-09:10:18,2055.3
Write,2023-6-29-09:10:18,2054.8
Read,2023-6-29-09:10:19,2056.1
Write,2023-6-29-09:10:19,2056.8
Read,2023-6-29-09:10:19,2055.6
Write,2023-6-29-09:10:19,2050.8
Read,2023-6-29-09:10:20,2055.6
Write,2023-6-29-09:10:20,2060.7
Read,2023-6-29-09:10:20,2055.6
Write,2023-6-29-09:10:20,2056.0
Read,2023-6-29-09:10:21,2056.0
Write,2023-6-29-09:10:21,2055.6
Read,2023-6-29-09:10:21,2055.9
Write,2023-6-29-09:10:21,2055.7
Read,2023-6-29-09:10:22,2055.9
Write,2023-6-29-09:10:22,2054.7
Read,2023-6-29-09:10:22,2055.4
Write,2023-6-29-09:10:22,2057.0
Read,2023-6-29-09:10:23,2055.9
Write,2023-6-29-09:10:23,2056.2
Read,2023-6-29-09:10:23,2056.4
Write,2023-6-29-09:10:23,2055.7
Read,2023-6-29-09:10:24,2055.8
Write,2023-6-29-09:10:24,2055.4
Read,2023-6-29-09:10:24,2056.1
Write,2023-6-29-09:10:24,2054.7
Read,2023-6-29-09:10:25,2055.6
Write,2023-6-29-09:10:25,2057.5
Read,2023-6-29-09:10:25,2055.7
Write,2023-6-29-09:10:25,2055.8
Read,2023-6-29-09:10:26,2056.4
Write,2023-6-29-09:10:26,2055.7
Read,2023-6-29-09:10:26,2055.3
Write,2023-6-29-09:10:26,2055.7
Read,2023-6-29-09:10:27,2056.5
Write,2023-6-29-09:10:27,2051.8
Read,2023-6-29-09:10:27,2055.3
Write,2023-6-29-09:10:27,2060.0
Read,2023-6-29-09:10:28,2055.7
Write,2023-6-29-09:10:28,2055.8
Read,2023-6-29-09:10:28,2056.7
Write,2023-6-29-09:10:28,2056.0
Read,2023-6-29-09:10:29,2055.3
Write,2023-6-29-09:10:29,2055.6
Read,2023-6-29-09:10:29,2056.0
Write,2023-6-29-09:10:29,2055.7
Read,2023-6-29-09:10:30,2055.6
Write,2023-6-29-09:10:30,2056.2
Read,2023-6-29-09:10:30,2056.5
Write,2023-6-29-09:10:30,2056.2
Read,2023-6-29-09:10:31,2055.8
Write,2023-6-29-09:10:31,2055.5
Read,2023-6-29-09:10:31,2055.1
Write,2023-6-29-09:10:31,2054.9
Read,2023-6-29-09:10:32,2056.4
Write,2023-6-29-09:10:32,2057.2
Read,2023-6-29-09:10:32,2056.0
Write,2023-6-29-09:10:32,2055.3
Read,2023-6-29-09:10:33,2055.5
Write,2023-6-29-09:10:33,2056.0
Read,2023-6-29-09:10:33,2055.7
Write,2023-6-29-09:10:33,2056.5
Read,2023-6-29-09:10:34,2056.4
Write,2023-6-29-09:10:34,2055.6
Read,2023-6-29-09:10:34,2055.6
Write,2023-6-29-09:10:34,2056.0
Read,2023-6-29-09:10:35,2055.6
Write,2023-6-29-09:10:35,2054.5
Read,2023-6-29-09:10:35,2056.1
Write,2023-6-29-09:10:35,2057.2
Read,2023-6-29-09:10:36,2055.9
Write,2023-6-29-09:10:36,2055.8
Read,2023-6-29-09:10:36,2055.6
Write,2023-6-29-09:10:36,2056.1
Read,2023-6-29-09:10:37,2053.7
Write,2023-6-29-09:10:37,2052.9
Read,2023-6-29-09:10:37,2055.5
Write,2023-6-29-09:10:37,2057.5
Read,2023-6-29-09:10:38,2055.8
Write,2023-6-29-09:10:38,2057.1
Read,2023-6-29-09:10:38,2056.4
Write,2023-6-29-09:10:38,2056.0
Read,2023-6-29-09:10:39,2055.8
Write,2023-6-29-09:10:39,2055.2
Read,2023-6-29-09:10:39,2056.1
Write,2023-6-29-09:10:39,2056.4
Read,2023-6-29-09:10:40,2055.7
Write,2023-6-29-09:10:40,2055.7
Read,2023-6-29-09:10:40,2056.2
Write,2023-6-29-09:10:40,2056.4
Read,2023-6-29-09:10:41,2055.9
Write,2023-6-29-09:10:41,2055.9
Read,2023-6-29-09:10:41,2056.3
Write,2023-6-29-09:10:41,2055.6
Read,2023-6-29-09:10:42,2055.7
Write,2023-6-29-09:10:42,2056.3
Read,2023-6-29-09:10:42,2055.8
Write,2023-6-29-09:10:42,2054.8
Read,2023-6-29-09:10:43,2055.9
Write,2023-6-29-09:10:43,2056.8
Read,2023-6-29-09:10:43,2056.2
Write,2023-6-29-09:10:43,2055.9
Read,2023-6-29-09:10:44,2055.1
Write,2023-6-29-09:10:44,2055.7
Read,2023-6-29-09:10:44,2054.1
Write,2023-6-29-09:10:44,2052.6
Read,2023-6-29-09:10:45,2057.5
Write,2023-6-29-09:10:45,2058.5
Read,2023-6-29-09:10:45,2056.7
Write,2023-6-29-09:10:45,2057.1
Read,2023-6-29-09:10:46,2055.8
Write,2023-6-29-09:10:46,2056.2
Read,2023-6-29-09:10:46,2056.6
Write,2023-6-29-09:10:46,2055.9
Read,2023-6-29-09:10:47,2054.3
Write,2023-6-29-09:10:47,2054.0
Read,2023-6-29-09:10:47,2057.0
Write,2023-6-29-09:10:47,2056.9
Read,2023-6-29-09:10:48,2055.9
Write,2023-6-29-09:10:48,2056.8
Read,2023-6-29-09:10:48,2055.9
Write,2023-6-29-09:10:48,2055.9
Read,2023-6-29-09:10:49,2056.5
Write,2023-6-29-09:10:49,2055.5
Read,2023-6-29-09:10:49,2055.9
Write,2023-6-29-09:10:49,2056.4
Read,2023-6-29-09:10:50,2055.5
Write,2023-6-29-09:10:50,2056.1
Read,2023-6-29-09:10:50,2056.1
Write,2023-6-29-09:10:50,2056.1
Read,2023-6-29-09:10:51,2056.3
Write,2023-6-29-09:10:51,2055.6
Read,2023-6-29-09:10:51,2055.9
Write,2023-6-29-09:10:51,2054.3
Read,2023-6-29-09:10:52,2056.1
Write,2023-6-29-09:10:52,2057.8
Read,2023-6-29-09:10:52,2055.8
Write,2023-6-29-09:10:52,2055.9
Read,2023-6-29-09:10:53,2055.5
Write,2023-6-29-09:10:53,2055.9
Read,2023-6-29-09:10:53,2056.6
Write,2023-6-29-09:10:53,2056.1
Read,2023-6-29-09:10:54,2054.8
Write,2023-6-29-09:10:54,2055.6
Read,2023-6-29-09:10:54,2055.8
Write,2023-6-29-09:10:54,2054.1
Read,2023-6-29-09:10:55,2056.6
Write,2023-6-29-09:10:55,2057.6
Read,2023-6-29-09:10:55,2056.1
Write,2023-6-29-09:10:55,2056.0
Read,2023-6-29-09:10:56,2055.5
Write,2023-6-29-09:10:56,2056.1
Read,2023-6-29-09:10:56,2056.1
Write,2023-6-29-09:10:56,2055.9
Read,2023-6-29-09:10:57,2056.4
Write,2023-6-29-09:10:57,2055.8
Read,2023-6-29-09:10:57,2055.7
Write,2023-6-29-09:10:57,2055.8
Read,2023-6-29-09:10:58,2055.4
Write,2023-6-29-09:10:58,2055.9
Read,2023-6-29-09:10:58,2055.7
Write,2023-6-29-09:10:58,2055.6
Read,2023-6-29-09:10:59,2056.7
Write,2023-6-29-09:10:59,2055.7
Read,2023-6-29-09:10:59,2056.0
Write,2023-6-29-09:10:59,2056.0
Read,2023-6-29-09:11:00,2055.7
Write,2023-6-29-09:11:00,2055.6
Read,2023-6-29-09:11:00,2055.6
Write,2023-6-29-09:11:00,2056.2
Read,2023-6-29-09:11:01,2055.5
Write,2023-6-29-09:11:01,2055.3
Read,2023-6-29-09:11:01,2055.6
Write,2023-6-29-09:11:01,2055.0
Read,2023-6-29-09:11:02,2056.6
Write,2023-6-29-09:11:02,2056.9
Read,2023-6-29-09:11:02,2056.2
Write,2023-6-29-09:11:02,2056.1
Read,2023-6-29-09:11:03,2054.9
Write,2023-6-29-09:11:03,2055.8
Read,2023-6-29-09:11:03,2056.6
Write,2023-6-29-09:11:03,2055.8
Read,2023-6-29-09:11:04,2054.8
Write,2023-6-29-09:11:04,2055.5
Read,2023-6-29-09:11:04,2056.4
Write,2023-6-29-09:11:04,2055.6
Read,2023-6-29-09:11:05,2056.0
Write,2023-6-29-09:11:05,2055.2
Read,2023-6-29-09:11:05,2056.0
Write,2023-6-29-09:11:05,2056.7
Read,2023-6-29-09:11:06,2054.5
Write,2023-6-29-09:11:06,2055.6
Read,2023-6-29-09:11:06,2056.2
Write,2023-6-29-09:11:06,2055.8
Read,2023-6-29-09:11:07,2055.9
Write,2023-6-29-09:11:07,2055.9
Read,2023-6-29-09:11:07,2056.1
Write,2023-6-29-09:11:07,2055.6
Read,2023-6-29-09:11:08,2055.7
Write,2023-6-29-09:11:08,2055.7
Read,2023-6-29-09:11:08,2056.3
Write,2023-6-29-09:11:08,2056.5
Read,2023-6-29-09:11:09,2055.7
Write,2023-6-29-09:11:09,2055.6
Read,2023-6-29-09:11:09,2056.1
Write,2023-6-29-09:11:09,2056.1
Read,2023-6-29-09:11:10,2055.3
Write,2023-6-29-09:11:10,2056.0
Read,2023-6-29-09:11:10,2056.1
Write,2023-6-29-09:11:10,2056.0
Read,2023-6-29-09:11:11,2055.6
Write,2023-6-29-09:11:11,2055.6
Read,2023-6-29-09:11:11,2056.7
Write,2023-6-29-09:11:11,2056.3
Read,2023-6-29-09:11:12,2055.9
Write,2023-6-29-09:11:12,2056.0
Read,2023-6-29-09:11:12,2055.5
Write,2023-6-29-09:11:12,2055.7
Read,2023-6-29-09:11:13,2056.2
Write,2023-6-29-09:11:13,2056.3
Read,2023-6-29-09:11:13,2055.5
Write,2023-6-29-09:11:13,2055.8
Read,2023-6-29-09:11:14,2055.8
Write,2023-6-29-09:11:14,2055.6
Read,2023-6-29-09:11:14,2056.1
Write,2023-6-29-09:11:14,2056.0
Read,2023-6-29-09:11:15,2056.8
Write,2023-6-29-09:11:15,2055.6
Read,2023-6-29-09:11:15,2055.7
Write,2023-6-29-09:11:15,2056.3
Read,2023-6-29-09:11:16,2055.9
Write,2023-6-29-09:11:16,2055.9
Read,2023-6-29-09:11:16,2056.3
Write,2023-6-29-09:11:16,2056.1
Read,2023-6-29-09:11:17,2055.3
Write,2023-6-29-09:11:17,2055.8
Read,2023-6-29-09:11:17,2056.8
Write,2023-6-29-09:11:17,2053.2
Read,2023-6-29-09:11:18,2047.4
Write,2023-6-29-09:11:18,2055.4
Read,2023-6-29-09:11:18,2064.3
Write,2023-6-29-09:11:18,2059.1
Read,2023-6-29-09:11:19,2055.4
Write,2023-6-29-09:11:19,2055.7
Read,2023-6-29-09:11:19,2056.3
Write,2023-6-29-09:11:19,2056.0
Read,2023-6-29-09:11:20,2055.7
Write,2023-6-29-09:11:20,2055.8
Read,2023-6-29-09:11:20,2055.4
Write,2023-6-29-09:11:20,2056.0
Read,2023-6-29-09:11:21,2055.9
Write,2023-6-29-09:11:21,2056.0
Read,2023-6-29-09:11:21,2056.0
Write,2023-6-29-09:11:21,2055.4
Read,2023-6-29-09:11:22,2047.1
Write,2023-6-29-09:11:22,2053.1
Read,2023-6-29-09:11:22,2065.1
Write,2023-6-29-09:11:22,2059.1
Read,2023-6-29-09:11:23,2056.1
Write,2023-6-29-09:11:23,2056.1
Read,2023-6-29-09:11:23,2055.3
Write,2023-6-29-09:11:23,2055.9
Read,2023-6-29-09:11:24,2056.2
Write,2023-6-29-09:11:24,2055.9
Read,2023-6-29-09:11:24,2056.2
Write,2023-6-29-09:11:24,2055.9
Read,2023-6-29-09:11:25,2056.1
Write,2023-6-29-09:11:25,2055.7
Read,2023-6-29-09:11:25,2056.0
Write,2023-6-29-09:11:25,2056.5
Read,2023-6-29-09:11:26,2055.6
Write,2023-6-29-09:11:26,2055.9
Read,2023-6-29-09:11:26,2056.0
Write,2023-6-29-09:11:26,2056.1
Read,2023-6-29-09:11:27,2056.2
Write,2023-6-29-09:11:27,2055.9
Read,2023-6-29-09:11:27,2056.1
Write,2023-6-29-09:11:27,2055.6
Read,2023-6-29-09:11:28,2055.5
Write,2023-6-29-09:11:28,2056.2
Read,2023-6-29-09:11:28,2055.7
Write,2023-6-29-09:11:28,2055.8
Read,2023-6-29-09:11:29,2056.3
Write,2023-6-29-09:11:29,2056.2
Read,2023-6-29-09:11:29,2056.2
Write,2023-6-29-09:11:29,2055.9
Read,2023-6-29-09:11:30,2056.1
Write,2023-6-29-09:11:30,2055.8
Read,2023-6-29-09:11:30,2056.1
Write,2023-6-29-09:11:30,2055.9
Read,2023-6-29-09:11:31,2055.4
Write,2023-6-29-09:11:31,2056.1
Read,2023-6-29-09:11:31,2055.9
Write,2023-6-29-09:11:31,2055.7
Read,2023-6-29-09:11:32,2055.6
Write,2023-6-29-09:11:32,2056.0
Read,2023-6-29-09:11:32,2054.2
Write,2023-6-29-09:11:32,2054.8
Read,2023-6-29-09:11:33,2057.6
Write,2023-6-29-09:11:33,2057.0
Read,2023-6-29-09:11:33,2056.6
Write,2023-6-29-09:11:33,2056.2
Read,2023-6-29-09:11:34,2056.0
Write,2023-6-29-09:11:34,2055.8
Read,2023-6-29-09:11:34,2055.3
Write,2023-6-29-09:11:34,2055.9
Read,2023-6-29-09:11:35,2056.5
Write,2023-6-29-09:11:35,2056.2
Read,2023-6-29-09:11:35,2055.3
Write,2023-6-29-09:11:35,2055.7
Read,2023-6-29-09:11:36,2056.4
Write,2023-6-29-09:11:36,2055.9
Read,2023-6-29-09:11:36,2056.0
Write,2023-6-29-09:11:36,2055.8
Read,2023-6-29-09:11:37,2056.0
Write,2023-6-29-09:11:37,2056.3
Read,2023-6-29-09:11:37,2056.0
Write,2023-6-29-09:11:37,2055.8
Read,2023-6-29-09:11:38,2055.4
Write,2023-6-29-09:11:38,2053.1
Read,2023-6-29-09:11:38,2056.2
Write,2023-6-29-09:11:38,2055.9
Read,2023-6-29-09:11:39,2056.1
Write,2023-6-29-09:11:39,2055.5
Read,2023-6-29-09:11:39,2026.2
Write,2023-6-29-09:11:39,2029.0
Read,2023-6-29-09:11:40,2086.5
Write,2023-6-29-09:11:40,2082.7
Read,2023-6-29-09:11:40,2055.7
Write,2023-6-29-09:11:40,2055.7
Read,2023-6-29-09:11:41,2056.0
Write,2023-6-29-09:11:41,2056.0
Read,2023-6-29-09:11:41,2055.4
Write,2023-6-29-09:11:41,2055.6
Read,2023-6-29-09:11:42,2055.7
Write,2023-6-29-09:11:42,2056.1
Read,2023-6-29-09:11:42,2056.5
Write,2023-6-29-09:11:42,2056.0
Read,2023-6-29-09:11:43,2055.8
Write,2023-6-29-09:11:43,2055.8
Read,2023-6-29-09:11:43,2055.3
Write,2023-6-29-09:11:43,2055.6
Read,2023-6-29-09:11:44,2055.9
Write,2023-6-29-09:11:44,2055.9
Read,2023-6-29-09:11:44,2056.6
Write,2023-6-29-09:11:44,2055.9
Read,2023-6-29-09:11:45,2054.8
Write,2023-6-29-09:11:45,2055.8
Read,2023-6-29-09:11:45,2053.1
Write,2023-6-29-09:11:45,2050.0
Read,2023-6-29-09:11:46,2058.5
Write,2023-6-29-09:11:46,2061.2
Read,2023-6-29-09:11:46,2055.7
Write,2023-6-29-09:11:46,2056.0
Read,2023-6-29-09:11:47,2056.9
Write,2023-6-29-09:11:47,2056.4
Read,2023-6-29-09:11:47,2055.3
Write,2023-6-29-09:11:47,2055.7
Read,2023-6-29-09:11:48,2055.9
Write,2023-6-29-09:11:48,2054.8
Read,2023-6-29-09:11:48,2055.4
Write,2023-6-29-09:11:48,2056.6
Read,2023-6-29-09:11:49,2056.0
Write,2023-6-29-09:11:49,2056.0
Read,2023-6-29-09:11:49,2056.3
Write,2023-6-29-09:11:49,2055.4
Read,2023-6-29-09:11:50,2055.8
Write,2023-6-29-09:11:50,2056.3
Read,2023-6-29-09:11:50,2055.5
Write,2023-6-29-09:11:50,2055.7
Read,2023-6-29-09:11:51,2055.7
Write,2023-6-29-09:11:51,2055.3
Read,2023-6-29-09:11:51,2055.4
Write,2023-6-29-09:11:51,2056.1
Read,2023-6-29-09:11:52,2057.0
Write,2023-6-29-09:11:52,2056.2
Read,2023-6-29-09:11:52,2055.6
Write,2023-6-29-09:11:52,2055.6
Read,2023-6-29-09:11:53,2055.5
Write,2023-6-29-09:11:53,2055.8
Read,2023-6-29-09:11:53,2055.6
Write,2023-6-29-09:11:53,2054.2
Read,2023-6-29-09:11:54,2055.9
Write,2023-6-29-09:11:54,2057.8
Read,2023-6-29-09:11:54,2052.9
Write,2023-6-29-09:11:54,2053.9
Read,2023-6-29-09:11:55,2059.6
Write,2023-6-29-09:11:55,2058.1
Read,2023-6-29-09:11:55,2055.7
Write,2023-6-29-09:11:55,2053.3
Read,2023-6-29-09:11:56,2055.5
Write,2023-6-29-09:11:56,2058.3
Read,2023-6-29-09:11:56,2055.9
Write,2023-6-29-09:11:56,2055.9
Read,2023-6-29-09:11:57,2056.0
Write,2023-6-29-09:11:57,2055.2
Read,2023-6-29-09:11:57,2055.2
Write,2023-6-29-09:11:57,2056.1
Read,2023-6-29-09:11:58,2054.0
Write,2023-6-29-09:11:58,2055.0
Read,2023-6-29-09:11:58,2058.2
Write,2023-6-29-09:11:58,2056.6
Read,2023-6-29-09:11:59,2055.6
Write,2023-6-29-09:11:59,2055.9
Read,2023-6-29-09:11:59,2056.1
Write,2023-6-29-09:11:59,2055.8
Read,2023-6-29-09:12:00,2056.0
Write,2023-6-29-09:12:00,2055.6
Read,2023-6-29-09:12:00,2055.2
Write,2023-6-29-09:12:00,2055.9
Read,2023-6-29-09:12:01,2056.5
Write,2023-6-29-09:12:01,2027.4
Read,2023-6-29-09:12:01,2055.1
Write,2023-6-29-09:12:01,2085.2
Read,2023-6-29-09:12:02,2055.9
Write,2023-6-29-09:12:02,2056.1
Read,2023-6-29-09:12:02,2056.1
Write,2023-6-29-09:12:02,2055.6
Read,2023-6-29-09:12:03,2056.0
Write,2023-6-29-09:12:03,2055.4
Read,2023-6-29-09:12:03,2055.5
Write,2023-6-29-09:12:03,2056.0
Read,2023-6-29-09:12:04,2055.9
Write,2023-6-29-09:12:04,2056.6
Read,2023-6-29-09:12:04,2048.9
Write,2023-6-29-09:12:04,2050.2
Read,2023-6-29-09:12:05,2062.6
Write,2023-6-29-09:12:05,2061.4
Read,2023-6-29-09:12:05,2054.5
Write,2023-6-29-09:12:05,2055.4
Read,2023-6-29-09:12:06,2056.8
Write,2023-6-29-09:12:06,2055.5
Read,2023-6-29-09:12:06,2056.5
Write,2023-6-29-09:12:06,2056.9
Read,2023-6-29-09:12:07,2055.8
Write,2023-6-29-09:12:07,2056.0
Read,2023-6-29-09:12:07,2056.2
Write,2023-6-29-09:12:07,2055.0
Read,2023-6-29-09:12:08,2055.8
Write,2023-6-29-09:12:08,2056.2
Read,2023-6-29-09:12:08,2055.7
Write,2023-6-29-09:12:08,2053.6
Read,2023-6-29-09:12:09,2055.5
Write,2023-6-29-09:12:09,2058.4
Read,2023-6-29-09:12:09,2055.9
Write,2023-6-29-09:12:09,2055.6
Read,2023-6-29-09:12:10,2056.1
Write,2023-6-29-09:12:10,2055.2
Read,2023-6-29-09:12:10,2053.0
Write,2023-6-29-09:12:10,2056.3
Read,2023-6-29-09:12:11,2055.5
Write,2023-6-29-09:12:11,2051.5
Read,2023-6-29-09:12:11,2058.7
Write,2023-6-29-09:12:11,2060.3
Read,2023-6-29-09:12:11,2056.0
Write,2023-6-29-09:12:12,2055.8
Read,2023-6-29-09:12:12,2055.9
Write,2023-6-29-09:12:12,2055.8
Read,2023-6-29-09:12:12,2056.1
Write,2023-6-29-09:12:12,2055.5
Read,2023-6-29-09:12:13,2055.3
Write,2023-6-29-09:12:13,2056.1
Read,2023-6-29-09:12:13,2056.2
Write,2023-6-29-09:12:13,2055.6
Read,2023-6-29-09:12:14,2055.5
Write,2023-6-29-09:12:14,2056.1
Read,2023-6-29-09:12:14,2055.8
Write,2023-6-29-09:12:14,2055.0
Read,2023-6-29-09:12:15,2046.9
Write,2023-6-29-09:12:15,2053.0
Read,2023-6-29-09:12:15,2065.5
Write,2023-6-29-09:12:15,2059.8
Read,2023-6-29-09:12:16,2055.3
Write,2023-6-29-09:12:16,2055.5
Read,2023-6-29-09:12:16,2055.5
Write,2023-6-29-09:12:16,2055.9
Read,2023-6-29-09:12:17,2055.7
Write,2023-6-29-09:12:17,2055.9
Read,2023-6-29-09:12:17,2055.5
Write,2023-6-29-09:12:17,2055.4
Read,2023-6-29-09:12:18,2056.3
Write,2023-6-29-09:12:18,2054.4
Read,2023-6-29-09:12:18,2055.1
Write,2023-6-29-09:12:18,2057.2
Read,2023-6-29-09:12:19,2056.0
Write,2023-6-29-09:12:19,2055.4
Read,2023-6-29-09:12:19,2055.2
Write,2023-6-29-09:12:19,2055.8
Read,2023-6-29-09:12:20,2056.3
