,Direction,time,Rate
607,Write,2023-6-29-09:09:20,2055.8
608,Read,2023-6-29-09:09:20,2056.0
609,Write,2023-6-29-09:09:20,2055.2
610,Read,2023-6-29-09:09:21,2056.3
611,Write,2023-6-29-09:09:21,2056.2
612,Read,2023-6-29-09:09:21,2055.5
613,Write,2023-6-29-09:09:21,2054.9
614,Read,2023-6-29-09:09:22,2055.8
615,Write,2023-6-29-09:09:22,2057.1
616,Read,2023-6-29-09:09:22,2055.9
617,Write,2023-6-29-09:09:22,2055.9
618,Read,2023-6-29-09:09:23,2056.4
619,Write,2023-6-29-09:09:23,2055.8
620,Read,2023-6-29-09:09:23,2055.7
621,Write,2023-6-29-09:09:23,2053.6
622,Read,2023-6-29-09:09:24,2055.5
623,Write,2023-6-29-09:09:24,2056.8
624,Read,2023-6-29-09:09:24,2055.7
625,Write,2023-6-29-09:09:24,2057.0
626,Read,2023-6-29-09:09:25,2055.9
627,Write,2023-6-29-09:09:25,2056.0
628,Read,2023-6-29-09:09:25,2056.4
629,Write,2023-6-29-09:09:25,2055.0
630,Read,2023-6-29-09:09:26,2055.5
631,Write,2023-6-29-09:09:26,2056.4
632,Read,2023-6-29-09:09:26,2055.9
633,Write,2023-6-29-09:09:26,2055.8
634,Read,2023-6-29-09:09:27,2055.6
635,Write,2023-6-29-09:09:27,2055.8
636,Read,2023-6-29-09:09:27,2055.7
637,Write,2023-6-29-09:09:27,2055.9
638,Read,2023-6-29-09:09:28,2056.0
639,Write,2023-6-29-09:09:28,2054.6
640,Read,2023-6-29-09:09:28,2055.7
641,Write,2023-6-29-09:09:28,2056.9
642,Read,2023-6-29-09:09:29,2055.5
643,Write,2023-6-29-09:09:29,2054.9
644,Read,2023-6-29-09:09:29,2055.5
645,Write,2023-6-29-09:09:29,2056.2
646,Read,2023-6-29-09:09:30,2056.5
647,Write,2023-6-29-09:09:30,2056.1
648,Read,2023-6-29-09:09:30,2055.5
649,Write,2023-6-29-09:09:30,2055.5
650,Read,2023-6-29-09:09:31,2056.3
651,Write,2023-6-29-09:09:31,2055.4
652,Read,2023-6-29-09:09:31,2055.5
653,Write,2023-6-29-09:09:31,2056.7
654,Read,2023-6-29-09:09:32,2055.6
655,Write,2023-6-29-09:09:32,2055.7
656,Read,2023-6-29-09:09:32,2056.4
657,Write,2023-6-29-09:09:32,2055.8
658,Read,2023-6-29-09:09:33,2055.7
659,Write,2023-6-29-09:09:33,2055.2
660,Read,2023-6-29-09:09:33,2055.6
661,Write,2023-6-29-09:09:33,2056.4
662,Read,2023-6-29-09:09:34,2055.9
663,Write,2023-6-29-09:09:34,2051.1
664,Read,2023-6-29-09:09:34,2055.1
665,Write,2023-6-29-09:09:34,2060.3
666,Read,2023-6-29-09:09:35,2055.7
667,Write,2023-6-29-09:09:35,2055.7
668,Read,2023-6-29-09:09:35,2056.5
669,Write,2023-6-29-09:09:35,2055.2
670,Read,2023-6-29-09:09:36,2055.7
671,Write,2023-6-29-09:09:36,2056.6
672,Read,2023-6-29-09:09:36,2055.9
673,Write,2023-6-29-09:09:36,2055.4
674,Read,2023-6-29-09:09:37,2055.6
675,Write,2023-6-29-09:09:37,2056.4
676,Read,2023-6-29-09:09:37,2055.8
677,Write,2023-6-29-09:09:37,2055.6
678,Read,2023-6-29-09:09:38,2056.1
679,Write,2023-6-29-09:09:38,2055.7
680,Read,2023-6-29-09:09:38,2056.0
681,Write,2023-6-29-09:09:38,2055.4
682,Read,2023-6-29-09:09:39,2055.9
683,Write,2023-6-29-09:09:39,2056.7
684,Read,2023-6-29-09:09:39,2055.3
685,Write,2023-6-29-09:09:39,2055.7
686,Read,2023-6-29-09:09:40,2055.9
687,Write,2023-6-29-09:09:40,2055.8
688,Read,2023-6-29-09:09:40,2055.6
689,Write,2023-6-29-09:09:40,2055.6
690,Read,2023-6-29-09:09:41,2056.2
691,Write,2023-6-29-09:09:41,2055.1
692,Read,2023-6-29-09:09:41,2056.0
693,Write,2023-6-29-09:09:41,2056.5
694,Read,2023-6-29-09:09:42,2056.0
695,Write,2023-6-29-09:09:42,2055.6
696,Read,2023-6-29-09:09:42,2055.4
697,Write,2023-6-29-09:09:42,2056.6
698,Read,2023-6-29-09:09:43,2055.6
699,Write,2023-6-29-09:09:43,2055.7
700,Read,2023-6-29-09:09:43,2056.5
701,Write,2023-6-29-09:09:43,2056.1
702,Read,2023-6-29-09:09:44,2055.9
703,Write,2023-6-29-09:09:44,2052.9
704,Read,2023-6-29-09:09:44,2055.7
705,Write,2023-6-29-09:09:44,2057.8
706,Read,2023-6-29-09:09:45,2056.2
707,Write,2023-6-29-09:09:45,2056.8
708,Read,2023-6-29-09:09:45,2055.9
709,Write,2023-6-29-09:09:45,2055.9
710,Read,2023-6-29-09:09:46,2055.9
711,Write,2023-6-29-09:09:46,2056.0
712,Read,2023-6-29-09:09:46,2055.8
713,Write,2023-6-29-09:09:46,2055.8
714,Read,2023-6-29-09:09:47,2055.6
715,Write,2023-6-29-09:09:47,2055.8
716,Read,2023-6-29-09:09:47,2055.8
717,Write,2023-6-29-09:09:47,2055.9
718,Read,2023-6-29-09:09:48,2055.2
719,Write,2023-6-29-09:09:48,2055.4
720,Read,2023-6-29-09:09:48,2056.5
721,Write,2023-6-29-09:09:48,2055.4
722,Read,2023-6-29-09:09:49,2056.1
723,Write,2023-6-29-09:09:49,2056.9
724,Read,2023-6-29-09:09:49,2056.0
725,Write,2023-6-29-09:09:49,2054.8
726,Read,2023-6-29-09:09:50,2055.5
727,Write,2023-6-29-09:09:50,2057.1
728,Read,2023-6-29-09:09:50,2056.3
729,Write,2023-6-29-09:09:50,2055.8
730,Read,2023-6-29-09:09:51,2055.7
731,Write,2023-6-29-09:09:51,2055.8
732,Read,2023-6-29-09:09:51,2055.8
733,Write,2023-6-29-09:09:51,2055.7
734,Read,2023-6-29-09:09:52,2055.6
735,Write,2023-6-29-09:09:52,2054.3
736,Read,2023-6-29-09:09:52,2055.5
737,Write,2023-6-29-09:09:52,2057.4
738,Read,2023-6-29-09:09:53,2055.8
739,Write,2023-6-29-09:09:53,2055.3
740,Read,2023-6-29-09:09:53,2056.0
741,Write,2023-6-29-09:09:53,2056.4
742,Read,2023-6-29-09:09:54,2056.2
743,Write,2023-6-29-09:09:54,2055.8
744,Read,2023-6-29-09:09:54,2055.8
745,Write,2023-6-29-09:09:54,2055.6
746,Read,2023-6-29-09:09:55,2055.5
747,Write,2023-6-29-09:09:55,2056.0
748,Read,2023-6-29-09:09:55,2056.2
749,Write,2023-6-29-09:09:55,2056.0
750,Read,2023-6-29-09:09:56,2054.2
751,Write,2023-6-29-09:09:56,2055.4
752,Read,2023-6-29-09:09:56,2057.9
753,Write,2023-6-29-09:09:56,2056.0
754,Read,2023-6-29-09:09:57,2056.0
755,Write,2023-6-29-09:09:57,2051.8
756,Read,2023-6-29-09:09:57,2055.6
757,Write,2023-6-29-09:09:57,2060.1
758,Read,2023-6-29-09:09:58,2056.0
759,Write,2023-6-29-09:09:58,2055.8
760,Read,2023-6-29-09:09:58,2055.9
761,Write,2023-6-29-09:09:58,2054.8
762,Read,2023-6-29-09:09:59,2055.8
763,Write,2023-6-29-09:09:59,2056.8
764,Read,2023-6-29-09:09:59,2055.8
765,Write,2023-6-29-09:09:59,2053.2
766,Read,2023-6-29-09:10:00,2055.6
767,Write,2023-6-29-09:10:00,2058.6
768,Read,2023-6-29-09:10:00,2055.6
769,Write,2023-6-29-09:10:00,2053.8
770,Read,2023-6-29-09:10:01,2056.4
771,Write,2023-6-29-09:10:01,2058.2
772,Read,2023-6-29-09:10:01,2056.0
773,Write,2023-6-29-09:10:01,2055.8
774,Read,2023-6-29-09:10:02,2055.5
775,Write,2023-6-29-09:10:02,2055.1
776,Read,2023-6-29-09:10:02,2055.8
777,Write,2023-6-29-09:10:02,2056.2
778,Read,2023-6-29-09:10:03,2055.8
779,Write,2023-6-29-09:10:03,2055.8
780,Read,2023-6-29-09:10:03,2055.0
781,Write,2023-6-29-09:10:03,2055.6
782,Read,2023-6-29-09:10:04,2055.8
783,Write,2023-6-29-09:10:04,2055.7
784,Read,2023-6-29-09:10:04,2056.9
785,Write,2023-6-29-09:10:04,2054.7
786,Read,2023-6-29-09:10:05,2055.0
787,Write,2023-6-29-09:10:05,2055.7
788,Read,2023-6-29-09:10:05,2056.6
789,Write,2023-6-29-09:10:05,2057.3
790,Read,2023-6-29-09:10:06,2038.7
791,Write,2023-6-29-09:10:06,2034.9
792,Read,2023-6-29-09:10:06,2072.4
793,Write,2023-6-29-09:10:06,2077.2
794,Read,2023-6-29-09:10:06,2056.6
795,Write,2023-6-29-09:10:06,2052.4
796,Read,2023-6-29-09:10:07,2055.3
797,Write,2023-6-29-09:10:07,2056.8
798,Read,2023-6-29-09:10:07,2055.8
799,Write,2023-6-29-09:10:07,2058.3
800,Read,2023-6-29-09:10:08,2056.1
801,Write,2023-6-29-09:10:08,2054.5
802,Read,2023-6-29-09:10:08,2056.0
803,Write,2023-6-29-09:10:08,2057.2
804,Read,2023-6-29-09:10:09,2056.0
805,Write,2023-6-29-09:10:09,2056.0
806,Read,2023-6-29-09:10:09,2055.4
807,Write,2023-6-29-09:10:09,2054.6
808,Read,2023-6-29-09:10:10,2056.4
809,Write,2023-6-29-09:10:10,2057.1
810,Read,2023-6-29-09:10:10,2055.9
811,Write,2023-6-29-09:10:10,2055.9
812,Read,2023-6-29-09:10:11,2055.7
813,Write,2023-6-29-09:10:11,2054.9
814,Read,2023-6-29-09:10:11,2056.2
815,Write,2023-6-29-09:10:11,2056.8
816,Read,2023-6-29-09:10:12,2055.1
817,Write,2023-6-29-09:10:12,2054.0
818,Read,2023-6-29-09:10:12,2056.0
819,Write,2023-6-29-09:10:12,2057.7
820,Read,2023-6-29-09:10:13,2056.4
821,Write,2023-6-29-09:10:13,2055.8
822,Read,2023-6-29-09:10:13,2055.6
823,Write,2023-6-29-09:10:13,2055.7
824,Read,2023-6-29-09:10:14,2054.2
825,Write,2023-6-29-09:10:14,2052.7
826,Read,2023-6-29-09:10:14,2057.3
827,Write,2023-6-29-09:10:14,2058.7
828,Read,2023-6-29-09:10:15,2055.3
829,Write,2023-6-29-09:10:15,2055.8
830,Read,2023-6-29-09:10:15,2055.6
831,Write,2023-6-29-09:10:15,2055.6
832,Read,2023-6-29-09:10:16,2055.9
833,Write,2023-6-29-09:10:16,2055.8
834,Read,2023-6-29-09:10:16,2056.5
835,Write,2023-6-29-09:10:16,2055.7
836,Read,2023-6-29-09:10:17,2055.4
837,Write,2023-6-29-09:10:17,2051.4
838,Read,2023-6-29-09:10:17,2056.3
839,Write,2023-6-29-09:10:17,2056.5
840,Read,2023-6-29-09:10:18,2055.8
841,Write,2023-6-29-09:10:18,2055.8
842,Read,2023-6-29-09:10:18,2055.3
843,Write,2023-6-29-09:10:18,2054.8
844,Read,2023-6-29-09:10:19,2056.1
845,Write,2023-6-29-09:10:19,2056.8
846,Read,2023-6-29-09:10:19,2055.6
847,Write,2023-6-29-09:10:19,2050.8
848,Read,2023-6-29-09:10:20,2055.6
849,Write,2023-6-29-09:10:20,2060.7
850,Read,2023-6-29-09:10:20,2055.6
851,Write,2023-6-29-09:10:20,2056.0
852,Read,2023-6-29-09:10:21,2056.0
853,Write,2023-6-29-09:10:21,2055.6
854,Read,2023-6-29-09:10:21,2055.9
855,Write,2023-6-29-09:10:21,2055.7
856,Read,2023-6-29-09:10:22,2055.9
857,Write,2023-6-29-09:10:22,2054.7
858,Read,2023-6-29-09:10:22,2055.4
859,Write,2023-6-29-09:10:22,2057.0
860,Read,2023-6-29-09:10:23,2055.9
861,Write,2023-6-29-09:10:23,2056.2
862,Read,2023-6-29-09:10:23,2056.4
863,Write,2023-6-29-09:10:23,2055.7
864,Read,2023-6-29-09:10:24,2055.8
865,Write,2023-6-29-09:10:24,2055.4
866,Read,2023-6-29-09:10:24,2056.1
867,Write,2023-6-29-09:10:24,2054.7
868,Read,2023-6-29-09:10:25,2055.6
869,Write,2023-6-29-09:10:25,2057.5
870,Read,2023-6-29-09:10:25,2055.7
871,Write,2023-6-29-09:10:25,2055.8
872,Read,2023-6-29-09:10:26,2056.4
873,Write,2023-6-29-09:10:26,2055.7
874,Read,2023-6-29-09:10:26,2055.3
875,Write,2023-6-29-09:10:26,2055.7
876,Read,2023-6-29-09:10:27,2056.5
877,Write,2023-6-29-09:10:27,2051.8
878,Read,2023-6-29-09:10:27,2055.3
879,Write,2023-6-29-09:10:27,2060.0
880,Read,2023-6-29-09:10:28,2055.7
881,Write,2023-6-29-09:10:28,2055.8
882,Read,2023-6-29-09:10:28,2056.7
883,Write,2023-6-29-09:10:28,2056.0
884,Read,2023-6-29-09:10:29,2055.3
885,Write,2023-6-29-09:10:29,2055.6
886,Read,2023-6-29-09:10:29,2056.0
887,Write,2023-6-29-09:10:29,2055.7
888,Read,2023-6-29-09:10:30,2055.6
889,Write,2023-6-29-09:10:30,2056.2
890,Read,2023-6-29-09:10:30,2056.5
891,Write,2023-6-29-09:10:30,2056.2
892,Read,2023-6-29-09:10:31,2055.8
893,Write,2023-6-29-09:10:31,2055.5
894,Read,2023-6-29-09:10:31,2055.1
895,Write,2023-6-29-09:10:31,2054.9
896,Read,2023-6-29-09:10:32,2056.4
897,Write,2023-6-29-09:10:32,2057.2
898,Read,2023-6-29-09:10:32,2056.0
899,Write,2023-6-29-09:10:32,2055.3
900,Read,2023-6-29-09:10:33,2055.5
901,Write,2023-6-29-09:10:33,2056.0
902,Read,2023-6-29-09:10:33,2055.7
903,Write,2023-6-29-09:10:33,2056.5
904,Read,2023-6-29-09:10:34,2056.4
905,Write,2023-6-29-09:10:34,2055.6
906,Read,2023-6-29-09:10:34,2055.6
907,Write,2023-6-29-09:10:34,2056.0
908,Read,2023-6-29-09:10:35,2055.6
909,Write,2023-6-29-09:10:35,2054.5
910,Read,2023-6-29-09:10:35,2056.1
911,Write,2023-6-29-09:10:35,2057.2
912,Read,2023-6-29-09:10:36,2055.9
913,Write,2023-6-29-09:10:36,2055.8
914,Read,2023-6-29-09:10:36,2055.6
915,Write,2023-6-29-09:10:36,2056.1
916,Read,2023-6-29-09:10:37,2053.7
917,Write,2023-6-29-09:10:37,2052.9
918,Read,2023-6-29-09:10:37,2055.5
919,Write,2023-6-29-09:10:37,2057.5
920,Read,2023-6-29-09:10:38,2055.8
921,Write,2023-6-29-09:10:38,2057.1
922,Read,2023-6-29-09:10:38,2056.4
923,Write,2023-6-29-09:10:38,2056.0
924,Read,2023-6-29-09:10:39,2055.8
925,Write,2023-6-29-09:10:39,2055.2
926,Read,2023-6-29-09:10:39,2056.1
927,Write,2023-6-29-09:10:39,2056.4
928,Read,2023-6-29-09:10:40,2055.7
929,Write,2023-6-29-09:10:40,2055.7
930,Read,2023-6-29-09:10:40,2056.2
931,Write,2023-6-29-09:10:40,2056.4
932,Read,2023-6-29-09:10:41,2055.9
933,Write,2023-6-29-09:10:41,2055.9
934,Read,2023-6-29-09:10:41,2056.3
935,Write,2023-6-29-09:10:41,2055.6
936,Read,2023-6-29-09:10:42,2055.7
937,Write,2023-6-29-09:10:42,2056.3
938,Read,2023-6-29-09:10:42,2055.8
939,Write,2023-6-29-09:10:42,2054.8
940,Read,2023-6-29-09:10:43,2055.9
941,Write,2023-6-29-09:10:43,2056.8
942,Read,2023-6-29-09:10:43,2056.2
943,Write,2023-6-29-09:10:43,2055.9
944,Read,2023-6-29-09:10:44,2055.1
945,Write,2023-6-29-09:10:44,2055.7
946,Read,2023-6-29-09:10:44,2054.1
947,Write,2023-6-29-09:10:44,2052.6
948,Read,2023-6-29-09:10:45,2057.5
949,Write,2023-6-29-09:10:45,2058.5
950,Read,2023-6-29-09:10:45,2056.7
951,Write,2023-6-29-09:10:45,2057.1
952,Read,2023-6-29-09:10:46,2055.8
953,Write,2023-6-29-09:10:46,2056.2
954,Read,2023-6-29-09:10:46,2056.6
955,Write,2023-6-29-09:10:46,2055.9
956,Read,2023-6-29-09:10:47,2054.3
957,Write,2023-6-29-09:10:47,2054.0
958,Read,2023-6-29-09:10:47,2057.0
959,Write,2023-6-29-09:10:47,2056.9
960,Read,2023-6-29-09:10:48,2055.9
961,Write,2023-6-29-09:10:48,2056.8
962,Read,2023-6-29-09:10:48,2055.9
963,Write,2023-6-29-09:10:48,2055.9
964,Read,2023-6-29-09:10:49,2056.5
965,Write,2023-6-29-09:10:49,2055.5
966,Read,2023-6-29-09:10:49,2055.9
967,Write,2023-6-29-09:10:49,2056.4
968,Read,2023-6-29-09:10:50,2055.5
969,Write,2023-6-29-09:10:50,2056.1
970,Read,2023-6-29-09:10:50,2056.1
971,Write,2023-6-29-09:10:50,2056.1
972,Read,2023-6-29-09:10:51,2056.3
973,Write,2023-6-29-09:10:51,2055.6
974,Read,2023-6-29-09:10:51,2055.9
975,Write,2023-6-29-09:10:51,2054.3
976,Read,2023-6-29-09:10:52,2056.1
977,Write,2023-6-29-09:10:52,2057.8
978,Read,2023-6-29-09:10:52,2055.8
979,Write,2023-6-29-09:10:52,2055.9
980,Read,2023-6-29-09:10:53,2055.5
981,Write,2023-6-29-09:10:53,2055.9
982,Read,2023-6-29-09:10:53,2056.6
983,Write,2023-6-29-09:10:53,2056.1
984,Read,2023-6-29-09:10:54,2054.8
985,Write,2023-6-29-09:10:54,2055.6
986,Read,2023-6-29-09:10:54,2055.8
987,Write,2023-6-29-09:10:54,2054.1
988,Read,2023-6-29-09:10:55,2056.6
989,Write,2023-6-29-09:10:55,2057.6
990,Read,2023-6-29-09:10:55,2056.1
991,Write,2023-6-29-09:10:55,2056.0
992,Read,2023-6-29-09:10:56,2055.5
993,Write,2023-6-29-09:10:56,2056.1
994,Read,2023-6-29-09:10:56,2056.1
995,Write,2023-6-29-09:10:56,2055.9
996,Read,2023-6-29-09:10:57,2056.4
997,Write,2023-6-29-09:10:57,2055.8
998,Read,2023-6-29-09:10:57,2055.7
999,Write,2023-6-29-09:10:57,2055.8
1000,Read,2023-6-29-09:10:58,2055.4
1001,Write,2023-6-29-09:10:58,2055.9
1002,Read,2023-6-29-09:10:58,2055.7
1003,Write,2023-6-29-09:10:58,2055.6
1004,Read,2023-6-29-09:10:59,2056.7
1005,Write,2023-6-29-09:10:59,2055.7
1006,Read,2023-6-29-09:10:59,2056.0
1007,Write,2023-6-29-09:10:59,2056.0
1008,Read,2023-6-29-09:11:00,2055.7
1009,Write,2023-6-29-09:11:00,2055.6
1010,Read,2023-6-29-09:11:00,2055.6
1011,Write,2023-6-29-09:11:00,2056.2
1012,Read,2023-6-29-09:11:01,2055.5
1013,Write,2023-6-29-09:11:01,2055.3
1014,Read,2023-6-29-09:11:01,2055.6
1015,Write,2023-6-29-09:11:01,2055.0
1016,Read,2023-6-29-09:11:02,2056.6
1017,Write,2023-6-29-09:11:02,2056.9
1018,Read,2023-6-29-09:11:02,2056.2
1019,Write,2023-6-29-09:11:02,2056.1
1020,Read,2023-6-29-09:11:03,2054.9
1021,Write,2023-6-29-09:11:03,2055.8
1022,Read,2023-6-29-09:11:03,2056.6
1023,Write,2023-6-29-09:11:03,2055.8
1024,Read,2023-6-29-09:11:04,2054.8
1025,Write,2023-6-29-09:11:04,2055.5
1026,Read,2023-6-29-09:11:04,2056.4
1027,Write,2023-6-29-09:11:04,2055.6
1028,Read,2023-6-29-09:11:05,2056.0
1029,Write,2023-6-29-09:11:05,2055.2
1030,Read,2023-6-29-09:11:05,2056.0
1031,Write,2023-6-29-09:11:05,2056.7
1032,Read,2023-6-29-09:11:06,2054.5
1033,Write,2023-6-29-09:11:06,2055.6
1034,Read,2023-6-29-09:11:06,2056.2
1035,Write,2023-6-29-09:11:06,2055.8
1036,Read,2023-6-29-09:11:07,2055.9
1037,Write,2023-6-29-09:11:07,2055.9
1038,Read,2023-6-29-09:11:07,2056.1
1039,Write,2023-6-29-09:11:07,2055.6
1040,Read,2023-6-29-09:11:08,2055.7
1041,Write,2023-6-29-09:11:08,2055.7
1042,Read,2023-6-29-09:11:08,2056.3
1043,Write,2023-6-29-09:11:08,2056.5
1044,Read,2023-6-29-09:11:09,2055.7
1045,Write,2023-6-29-09:11:09,2055.6
1046,Read,2023-6-29-09:11:09,2056.1
1047,Write,2023-6-29-09:11:09,2056.1
1048,Read,2023-6-29-09:11:10,2055.3
1049,Write,2023-6-29-09:11:10,2056.0
1050,Read,2023-6-29-09:11:10,2056.1
1051,Write,2023-6-29-09:11:10,2056.0
1052,Read,2023-6-29-09:11:11,2055.6
1053,Write,2023-6-29-09:11:11,2055.6
1054,Read,2023-6-29-09:11:11,2056.7
1055,Write,2023-6-29-09:11:11,2056.3
1056,Read,2023-6-29-09:11:12,2055.9
1057,Write,2023-6-29-09:11:12,2056.0
1058,Read,2023-6-29-09:11:12,2055.5
1059,Write,2023-6-29-09:11:12,2055.7
1060,Read,2023-6-29-09:11:13,2056.2
1061,Write,2023-6-29-09:11:13,2056.3
1062,Read,2023-6-29-09:11:13,2055.5
1063,Write,2023-6-29-09:11:13,2055.8
1064,Read,2023-6-29-09:11:14,2055.8
1065,Write,2023-6-29-09:11:14,2055.6
1066,Read,2023-6-29-09:11:14,2056.1
1067,Write,2023-6-29-09:11:14,2056.0
1068,Read,2023-6-29-09:11:15,2056.8
1069,Write,2023-6-29-09:11:15,2055.6
1070,Read,2023-6-29-09:11:15,2055.7
1071,Write,2023-6-29-09:11:15,2056.3
1072,Read,2023-6-29-09:11:16,2055.9
1073,Write,2023-6-29-09:11:16,2055.9
1074,Read,2023-6-29-09:11:16,2056.3
1075,Write,2023-6-29-09:11:16,2056.1
1076,Read,2023-6-29-09:11:17,2055.3
1077,Write,2023-6-29-09:11:17,2055.8
1078,Read,2023-6-29-09:11:17,2056.8
1079,Write,2023-6-29-09:11:17,2053.2
1080,Read,2023-6-29-09:11:18,2047.4
1081,Write,2023-6-29-09:11:18,2055.4
1082,Read,2023-6-29-09:11:18,2064.3
1083,Write,2023-6-29-09:11:18,2059.1
1084,Read,2023-6-29-09:11:19,2055.4
1085,Write,2023-6-29-09:11:19,2055.7
1086,Read,2023-6-29-09:11:19,2056.3
1087,Write,2023-6-29-09:11:19,2056.0
1088,Read,2023-6-29-09:11:20,2055.7
1089,Write,2023-6-29-09:11:20,2055.8
1090,Read,2023-6-29-09:11:20,2055.4
1091,Write,2023-6-29-09:11:20,2056.0
1092,Read,2023-6-29-09:11:21,2055.9
1093,Write,2023-6-29-09:11:21,2056.0
1094,Read,2023-6-29-09:11:21,2056.0
1095,Write,2023-6-29-09:11:21,2055.4
1096,Read,2023-6-29-09:11:22,2047.1
1097,Write,2023-6-29-09:11:22,2053.1
1098,Read,2023-6-29-09:11:22,2065.1
1099,Write,2023-6-29-09:11:22,2059.1
1100,Read,2023-6-29-09:11:23,2056.1
1101,Write,2023-6-29-09:11:23,2056.1
1102,Read,2023-6-29-09:11:23,2055.3
1103,Write,2023-6-29-09:11:23,2055.9
1104,Read,2023-6-29-09:11:24,2056.2
1105,Write,2023-6-29-09:11:24,2055.9
1106,Read,2023-6-29-09:11:24,2056.2
1107,Write,2023-6-29-09:11:24,2055.9
1108,Read,2023-6-29-09:11:25,2056.1
1109,Write,2023-6-29-09:11:25,2055.7
1110,Read,2023-6-29-09:11:25,2056.0
1111,Write,2023-6-29-09:11:25,2056.5
1112,Read,2023-6-29-09:11:26,2055.6
1113,Write,2023-6-29-09:11:26,2055.9
1114,Read,2023-6-29-09:11:26,2056.0
1115,Write,2023-6-29-09:11:26,2056.1
1116,Read,2023-6-29-09:11:27,2056.2
1117,Write,2023-6-29-09:11:27,2055.9
1118,Read,2023-6-29-09:11:27,2056.1
1119,Write,2023-6-29-09:11:27,2055.6
1120,Read,2023-6-29-09:11:28,2055.5
1121,Write,2023-6-29-09:11:28,2056.2
1122,Read,2023-6-29-09:11:28,2055.7
1123,Write,2023-6-29-09:11:28,2055.8
1124,Read,2023-6-29-09:11:29,2056.3
1125,Write,2023-6-29-09:11:29,2056.2
1126,Read,2023-6-29-09:11:29,2056.2
1127,Write,2023-6-29-09:11:29,2055.9
1128,Read,2023-6-29-09:11:30,2056.1
1129,Write,2023-6-29-09:11:30,2055.8
1130,Read,2023-6-29-09:11:30,2056.1
1131,Write,2023-6-29-09:11:30,2055.9
1132,Read,2023-6-29-09:11:31,2055.4
1133,Write,2023-6-29-09:11:31,2056.1
1134,Read,2023-6-29-09:11:31,2055.9
1135,Write,2023-6-29-09:11:31,2055.7
1136,Read,2023-6-29-09:11:32,2055.6
1137,Write,2023-6-29-09:11:32,2056.0
1138,Read,2023-6-29-09:11:32,2054.2
1139,Write,2023-6-29-09:11:32,2054.8
1140,Read,2023-6-29-09:11:33,2057.6
1141,Write,2023-6-29-09:11:33,2057.0
1142,Read,2023-6-29-09:11:33,2056.6
1143,Write,2023-6-29-09:11:33,2056.2
1144,Read,2023-6-29-09:11:34,2056.0
1145,Write,2023-6-29-09:11:34,2055.8
1146,Read,2023-6-29-09:11:34,2055.3
1147,Write,2023-6-29-09:11:34,2055.9
1148,Read,2023-6-29-09:11:35,2056.5
1149,Write,2023-6-29-09:11:35,2056.2
1150,Read,2023-6-29-09:11:35,2055.3
1151,Write,2023-6-29-09:11:35,2055.7
1152,Read,2023-6-29-09:11:36,2056.4
1153,Write,2023-6-29-09:11:36,2055.9
1154,Read,2023-6-29-09:11:36,2056.0
1155,Write,2023-6-29-09:11:36,2055.8
1156,Read,2023-6-29-09:11:37,2056.0
1157,Write,2023-6-29-09:11:37,2056.3
1158,Read,2023-6-29-09:11:37,2056.0
1159,Write,2023-6-29-09:11:37,2055.8
1160,Read,2023-6-29-09:11:38,2055.4
1161,Write,2023-6-29-09:11:38,2053.1
1162,Read,2023-6-29-09:11:38,2056.2
1163,Write,2023-6-29-09:11:38,2055.9
1164,Read,2023-6-29-09:11:39,2056.1
1165,Write,2023-6-29-09:11:39,2055.5
1166,Read,2023-6-29-09:11:39,2026.2
1167,Write,2023-6-29-09:11:39,2029.0
1168,Read,2023-6-29-09:11:40,2086.5
1169,Write,2023-6-29-09:11:40,2082.7
1170,Read,2023-6-29-09:11:40,2055.7
1171,Write,2023-6-29-09:11:40,2055.7
1172,Read,2023-6-29-09:11:41,2056.0
1173,Write,2023-6-29-09:11:41,2056.0
1174,Read,2023-6-29-09:11:41,2055.4
1175,Write,2023-6-29-09:11:41,2055.6
1176,Read,2023-6-29-09:11:42,2055.7
1177,Write,2023-6-29-09:11:42,2056.1
1178,Read,2023-6-29-09:11:42,2056.5
1179,Write,2023-6-29-09:11:42,2056.0
1180,Read,2023-6-29-09:11:43,2055.8
1181,Write,2023-6-29-09:11:43,2055.8
1182,Read,2023-6-29-09:11:43,2055.3
1183,Write,2023-6-29-09:11:43,2055.6
1184,Read,2023-6-29-09:11:44,2055.9
1185,Write,2023-6-29-09:11:44,2055.9
1186,Read,2023-6-29-09:11:44,2056.6
1187,Write,2023-6-29-09:11:44,2055.9
1188,Read,2023-6-29-09:11:45,2054.8
1189,Write,2023-6-29-09:11:45,2055.8
1190,Read,2023-6-29-09:11:45,2053.1
1191,Write,2023-6-29-09:11:45,2050.0
1192,Read,2023-6-29-09:11:46,2058.5
1193,Write,2023-6-29-09:11:46,2061.2
1194,Read,2023-6-29-09:11:46,2055.7
1195,Write,2023-6-29-09:11:46,2056.0
1196,Read,2023-6-29-09:11:47,2056.9
1197,Write,2023-6-29-09:11:47,2056.4
1198,Read,2023-6-29-09:11:47,2055.3
1199,Write,2023-6-29-09:11:47,2055.7
1200,Read,2023-6-29-09:11:48,2055.9
1201,Write,2023-6-29-09:11:48,2054.8
1202,Read,2023-6-29-09:11:48,2055.4
1203,Write,2023-6-29-09:11:48,2056.6
1204,Read,2023-6-29-09:11:49,2056.0
1205,Write,2023-6-29-09:11:49,2056.0
